Cluster,ID,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Cluster,PCA1,PCA2
0,5649.18675721562,-0.035088119553955945,0.9689559896959976,-0.7432105412153872,-0.6211575168719494,0.014105954031260129,0.8376848754455591,1.0852497754159454,1.265179476370434,1.1384309946952227,1.0756985087953386,0.6310633376708727,-0.5206603885881474,0.4039853836397378,1.1276510270070048,0.8047405843386959,-1.034608154332499,0.08149405772495756,0.11035653650254669,0.24448217317487267,0.19864176570458403,0.027164685908319185,0.006791171477079796,0.0,0.0,0.27164685908319186,0.0,3.3042558058771667,-0.8199106942905203
1,5626.043859649123,0.24560868336380734,-0.6940471896098042,0.6722298133915459,-0.12605816760131514,0.009518420180206004,-0.7823054760392165,-0.5373022554964847,-0.6382121063212713,-0.5606154628052672,-0.5361185214840393,-0.5551751105148021,-0.13998252534630043,-0.7160682761247898,-0.725468225254763,-0.8026786079098802,0.4805806452414447,0.07504873294346978,0.010721247563352826,0.0,0.0009746588693957114,0.001949317738791423,0.012670565302144249,0.0,0.0,0.0935672514619883,1.0,-2.2136931217790363,-0.4955626603325542
2,5482.7936,-0.3701241707424072,0.22620374177394628,-0.4031308476221807,0.7923159318344442,-0.028918889646885725,0.49479844284608254,-0.1407040057289579,-0.14461614479449786,-0.15255102565965106,-0.13364610982052838,0.3166613720000686,0.7204656638139566,0.794781856544366,0.12823031072681756,0.5592896760640725,0.18609353741459111,0.0608,0.1456,0.0304,0.0416,0.0192,0.0064,0.0,0.0,0.1248,2.0,0.5200679572538239,1.5861995015013073
